Matrix Rxx
102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		67.4638		79.2934		88.9887		96.1946		100.645		
100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		67.4638		79.2934		88.9887		96.1946		
96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		67.4638		79.2934		88.9887		
89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		67.4638		79.2934		
79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		67.4638		
67.8714		79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		53.9284		
54.3753		67.8714		79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		39.1699		
39.6457		54.3753		67.8714		79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		23.7046		
24.1986		39.6457		54.3753		67.8714		79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		8.06028		
8.56188		24.1986		39.6457		54.3753		67.8714		79.6516		89.2882		96.4273		100.804		102.256		100.804		96.4273		89.2882		79.6516		67.8714		54.3753		39.6457		24.1986		8.56188		-6.74706		-21.2425		-34.4891		-46.1183		-55.8405		-63.4537		-68.8471		-72.0008		-72.9811		-71.9321		-69.0639		-64.6385		-58.9545		-52.33		-45.0874		-37.5373		-29.966		-22.6242		-15.7188		-9.40807		-3.79962		1.04854		5.12434		8.45562		11.1026		13.1491		14.6935		15.8399		16.6901		17.3364		17.857		18.312		18.7425		19.1703		19.6003		20.0239		20.4223		20.7722		21.0494		21.2333		21.3101		21.2747		21.1315		20.8938		20.5815		20.2182		19.8271		19.4261		19.0238		18.6149		18.1774		17.67		17.0327		16.1872		15.0412		13.4932		11.4389		8.78032		5.43358		1.33866		-3.53221		-9.1668		-15.507		-22.4452		-29.8229		-37.433		-45.0247		-52.3115		-58.9822		-64.7144		-69.1891		-72.1073		-73.2062		-72.2748		-69.168		-63.8185		-56.245		-46.5572		-34.956		-21.7298		-7.24623		
